,DZ2011CD,DZ11NM_19,CA19CD,CA19NM,CA16CD,CA16NM,All_Ages_2019,All_Ages_2016,pgr19_16,DataZone2011Code,DataZone2011Name,CouncilArea2011Code,CouncilArea2016Code,CouncilArea2016Name,landcover_type_19,area_2013,area_2016,area_2019,LCR2013_16,LCR2016_19,_merge,LCRPGR_19_16
0,S01006506,Culter - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,867,897,-0.01133896175941808,S01006506,Culter - 01,S12000033,S12000033,Aberdeen City,Manmade,147445.63,148827.8,195653.82729699995,460.72266669999993,15608.675765666652,both,-1376552.4654585037
1,S01006507,Culter - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,780,807,-0.011343249528770458,S01006507,Culter - 02,S12000033,S12000033,Aberdeen City,Manmade,69841.78,72180.4,78907.849546,779.5393333,2242.4831820000013,both,-197693.18979647566
2,S01006508,Culter - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,615,640,-0.013281969515733223,S01006508,Culter - 03,S12000033,S12000033,Aberdeen City,Manmade,59986.96,61711.02,69683.064996,574.6883333,2657.348332000001,both,-200071.8589853881
3,S01006509,Culter - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,508,555,-0.02949555538931755,S01006509,Culter - 04,S12000033,S12000033,Aberdeen City,Manmade,37436.7,37909.27,37909.30661,157.52466669999995,0.0122033333342794,both,-0.41373465165192647
4,S01006510,Culter - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,649,671,-0.01111214008919728,S01006510,Culter - 05,S12000033,S12000033,Aberdeen City,Manmade,58443.74,64195.59,66217.96288199999,1917.280333,674.1242939999988,both,-60665.568341363156
5,S01006511,Culter - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,752,776,-0.01047206541112631,S01006511,Culter - 06,S12000033,S12000033,Aberdeen City,Manmade,89234.91,91664.72,98555.841365,809.9373333,2297.0404550000003,both,-219349.32268083925
6,S01006512,Culter - 07,S12000033,Aberdeen City,S12000033,Aberdeen City,562,542,0.012078616151348271,S01006512,Culter - 07,S12000033,S12000033,Aberdeen City,Manmade,244604.34,277218.56,413977.04966,10871.40767,45586.16322000001,both,3774121.3603274804
7,S01006513,"Cults, Bieldside and Milltimber West - 01",S12000033,Aberdeen City,S12000033,Aberdeen City,881,706,0.07381412948097918,S01006513,"Cults, Bieldside and Milltimber West - 01",S12000033,S12000033,Aberdeen City,Manmade,62707.7,81325.39,90743.750115,6205.896,3139.4533716666683,both,42531.87558725676
8,S01006514,"Cults, Bieldside and Milltimber West - 02",S12000033,Aberdeen City,S12000033,Aberdeen City,1223,1126,0.027545108995845568,S01006514,"Cults, Bieldside and Milltimber West - 02",S12000033,S12000033,Aberdeen City,Manmade,197206.33,190845.6,448478.59337899997,-2120.244,85877.66445966667,both,3117710.0977389123
9,S01006515,"Cults, Bieldside and Milltimber West - 03",S12000033,Aberdeen City,S12000033,Aberdeen City,805,786,0.00796182832978558,S01006515,"Cults, Bieldside and Milltimber West - 03",S12000033,S12000033,Aberdeen City,Manmade,176062.83,195187.57,391948.40817,6374.913667,65586.94605666668,both,8237673.978890349
10,S01006516,"Cults, Bieldside and Milltimber West - 04",S12000033,Aberdeen City,S12000033,Aberdeen City,658,634,0.012385325629363756,S01006516,"Cults, Bieldside and Milltimber West - 04",S12000033,S12000033,Aberdeen City,Manmade,141319.09,144086.84,173952.78563,922.5836667000001,9955.315209999999,both,803799.2304697613
11,S01006517,"Cults, Bieldside and Milltimber West - 05",S12000033,Aberdeen City,S12000033,Aberdeen City,1264,1023,0.07051393625172543,S01006517,"Cults, Bieldside and Milltimber West - 05",S12000033,S12000033,Aberdeen City,Manmade,277345.53,284542.36,465129.577891,2398.946333,60195.73929699999,both,853671.5222095837
12,S01006518,"Cults, Bieldside and Milltimber East - 01",S12000033,Aberdeen City,S12000033,Aberdeen City,677,675,0.0009861940132484212,S01006518,"Cults, Bieldside and Milltimber East - 01",S12000033,S12000033,Aberdeen City,Manmade,98711.94,101946.59,110716.918672,1078.216667,2923.442890666668,both,2964368.9288248154
13,S01006519,"Cults, Bieldside and Milltimber East - 02",S12000033,Aberdeen City,S12000033,Aberdeen City,929,980,-0.01781461095025968,S01006519,"Cults, Bieldside and Milltimber East - 02",S12000033,S12000033,Aberdeen City,Manmade,88557.17,97180.7,100004.55673199998,2874.509333,941.2855773333284,both,-52837.84080165991
14,S01006520,"Cults, Bieldside and Milltimber East - 03",S12000033,Aberdeen City,S12000033,Aberdeen City,848,786,0.025307947787565538,S01006520,"Cults, Bieldside and Milltimber East - 03",S12000033,S12000033,Aberdeen City,Manmade,57958.41,61719.41,65605.76398500001,1253.665667,1295.4513283333365,both,51187.529672786266
15,S01006521,"Cults, Bieldside and Milltimber East - 04",S12000033,Aberdeen City,S12000033,Aberdeen City,794,793,0.0004200798707625911,S01006521,"Cults, Bieldside and Milltimber East - 04",S12000033,S12000033,Aberdeen City,Manmade,209498.38,214442.13,265903.77741999994,1647.916333,17153.882473333313,both,40834811.82326839
16,S01006522,"Cults, Bieldside and Milltimber East - 05",S12000033,Aberdeen City,S12000033,Aberdeen City,679,667,0.005943693881024145,S01006522,"Cults, Bieldside and Milltimber East - 05",S12000033,S12000033,Aberdeen City,Manmade,68472.31,72857.83,73731.20277,1461.842667,291.12425666666724,both,48980.35842594643
17,S01006523,"Cults, Bieldside and Milltimber East - 06",S12000033,Aberdeen City,S12000033,Aberdeen City,964,972,-0.002754836616631141,S01006523,"Cults, Bieldside and Milltimber East - 06",S12000033,S12000033,Aberdeen City,Manmade,103322.08,102838.99,106525.563018,-161.03066669999995,1228.8576726666652,both,-446072.7962043068
18,S01006524,"Cults, Bieldside and Milltimber East - 07",S12000033,Aberdeen City,S12000033,Aberdeen City,1079,1076,0.0009280748454682867,S01006524,"Cults, Bieldside and Milltimber East - 07",S12000033,S12000033,Aberdeen City,Manmade,152690.66,163019.8,201779.31487,3443.045,12919.838290000005,both,13921116.764543846
19,S01006525,"Cults, Bieldside and Milltimber East - 08",S12000033,Aberdeen City,S12000033,Aberdeen City,870,879,-0.0034305620121825448,S01006525,"Cults, Bieldside and Milltimber East - 08",S12000033,S12000033,Aberdeen City,Manmade,125478.17,132419.17,138289.854799,2313.6663329999997,1956.8949329999932,both,-570429.8380413199
20,S01006526,Garthdee - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,921,953,-0.011384955799631743,S01006526,Garthdee - 01,S12000033,S12000033,Aberdeen City,Manmade,41424.38,41809.9,42453.56465099999,128.506,214.55488366666157,both,-18845.473574311247
21,S01006527,Garthdee - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,810,756,0.02299762382898381,S01006527,Garthdee - 02,S12000033,S12000033,Aberdeen City,Manmade,47037.21,55894.68,59533.512133,2952.491333,1212.9440443333344,both,52742.14646491722
22,S01006528,Garthdee - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,1182,1115,0.019451171357274758,S01006528,Garthdee - 03,S12000033,S12000033,Aberdeen City,Manmade,128796.67,155514.64,183697.26990700004,8905.989333,9394.209969000009,both,482963.71444419795
23,S01006529,Garthdee - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,951,947,0.0014049897864373776,S01006529,Garthdee - 04,S12000033,S12000033,Aberdeen City,Manmade,205945.16,215907.14,249466.56601,3320.658667,11186.475336666655,both,7961962.033213153
24,S01006530,Garthdee - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,788,748,0.01736503729446729,S01006530,Garthdee - 05,S12000033,S12000033,Aberdeen City,Manmade,56076.41,56914.16,57503.834688,279.249,196.558229333333,both,11319.194194645284
25,S01006531,Garthdee - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,929,940,-0.0039237121500703505,S01006531,Garthdee - 06,S12000033,S12000033,Aberdeen City,Manmade,64774.37,65391.54,68869.685284,205.72299999999998,1159.3817613333354,both,-295480.83982474305
26,S01006532,"Braeside, Mannofield, Broomhill and Seafield East - 01",S12000033,Aberdeen City,S12000033,Aberdeen City,766,806,-0.016967190922012338,S01006532,"Braeside, Mannofield, Broomhill and Seafield East - 01",S12000033,S12000033,Aberdeen City,Manmade,66573.61,70301.48,73696.520311,1242.623,1131.6801036666682,both,-66698.14165870474
27,S01006533,"Braeside, Mannofield, Broomhill and Seafield East - 02",S12000033,Aberdeen City,S12000033,Aberdeen City,721,732,-0.005047125558787481,S01006533,"Braeside, Mannofield, Broomhill and Seafield East - 02",S12000033,S12000033,Aberdeen City,Manmade,78535.86,83377.68,83377.67053900001,1613.940333,-0.003153666659879188,both,0.6248441064416126
28,S01006534,"Braeside, Mannofield, Broomhill and Seafield East - 03",S12000033,Aberdeen City,S12000033,Aberdeen City,1004,988,0.005354867501268875,S01006534,"Braeside, Mannofield, Broomhill and Seafield East - 03",S12000033,S12000033,Aberdeen City,Manmade,92662.9,93540.3,93303.377838,292.4656667,-78.97405400000086,both,-14748.087414168023
29,S01006535,"Braeside, Mannofield, Broomhill and Seafield East - 04",S12000033,Aberdeen City,S12000033,Aberdeen City,999,1055,-0.018180422420537783,S01006535,"Braeside, Mannofield, Broomhill and Seafield East - 04",S12000033,S12000033,Aberdeen City,Manmade,64872.64,65394.39,65156.12511500001,173.918,-79.42162833332986,both,4368.524916319328
30,S01006536,"Braeside, Mannofield, Broomhill and Seafield East - 05",S12000033,Aberdeen City,S12000033,Aberdeen City,997,1018,-0.006948142382876564,S01006536,"Braeside, Mannofield, Broomhill and Seafield East - 05",S12000033,S12000033,Aberdeen City,Manmade,77632.09,72114.51,71694.909628,-1839.191,-139.86679066666693,both,20130.0985154483
31,S01006537,"Braeside, Mannofield, Broomhill and Seafield South - 01",S12000033,Aberdeen City,S12000033,Aberdeen City,931,894,0.01351783403451763,S01006537,"Braeside, Mannofield, Broomhill and Seafield South - 01",S12000033,S12000033,Aberdeen City,Manmade,74587.54,82926.04,88989.69823200002,2779.497667,2021.219410666672,both,149522.43129376438
32,S01006538,"Braeside, Mannofield, Broomhill and Seafield South - 02",S12000033,Aberdeen City,S12000033,Aberdeen City,555,567,-0.0071303966604391875,S01006538,"Braeside, Mannofield, Broomhill and Seafield South - 02",S12000033,S12000033,Aberdeen City,Manmade,53715.69,56496.32,60073.77601299999,926.8776667000001,1192.4853376666624,both,-167239.6914862816
33,S01006539,"Braeside, Mannofield, Broomhill and Seafield South - 03",S12000033,Aberdeen City,S12000033,Aberdeen City,775,760,0.0065148653576567106,S01006539,"Braeside, Mannofield, Broomhill and Seafield South - 03",S12000033,S12000033,Aberdeen City,Manmade,61719.62,65276.96,65276.923729999995,1185.779333,-0.01208999999895847,both,-1.8557559266745989
34,S01006540,"Braeside, Mannofield, Broomhill and Seafield South - 04",S12000033,Aberdeen City,S12000033,Aberdeen City,885,950,-0.023624779862218996,S01006540,"Braeside, Mannofield, Broomhill and Seafield South - 04",S12000033,S12000033,Aberdeen City,Manmade,111134.01,117957.42,126478.90554400001,2274.47,2840.495181333332,both,-120233.72060604393
35,S01006541,"Braeside, Mannofield, Broomhill and Seafield South - 05",S12000033,Aberdeen City,S12000033,Aberdeen City,862,861,0.0003869220786540957,S01006541,"Braeside, Mannofield, Broomhill and Seafield South - 05",S12000033,S12000033,Aberdeen City,Manmade,82060.05,85090.11,85089.586663,1010.0169999999999,-0.17444566666866498,both,-450.85477488250956
36,S01006542,"Braeside, Mannofield, Broomhill and Seafield North - 01",S12000033,Aberdeen City,S12000033,Aberdeen City,1178,1121,0.016532313713124063,S01006542,"Braeside, Mannofield, Broomhill and Seafield North - 01",S12000033,S12000033,Aberdeen City,Manmade,172647.7,177374.13,179079.90750099995,1575.474667,568.5925003333152,both,34392.7964469935
37,S01006543,"Braeside, Mannofield, Broomhill and Seafield North - 02",S12000033,Aberdeen City,S12000033,Aberdeen City,773,777,-0.0017204339267418351,S01006543,"Braeside, Mannofield, Broomhill and Seafield North - 02",S12000033,S12000033,Aberdeen City,Manmade,65230.89,69342.02,69406.262032,1370.376333,21.414010666664886,both,-12446.866068968326
38,S01006544,"Braeside, Mannofield, Broomhill and Seafield North - 03",S12000033,Aberdeen City,S12000033,Aberdeen City,1347,1236,0.028666512797575993,S01006544,"Braeside, Mannofield, Broomhill and Seafield North - 03",S12000033,S12000033,Aberdeen City,Manmade,127819.75,133506.09,141516.164051,1895.445333,2670.024683666668,both,93140.89587807981
39,S01006545,"Braeside, Mannofield, Broomhill and Seafield North - 04",S12000033,Aberdeen City,S12000033,Aberdeen City,1119,1079,0.012133581017930177,S01006545,"Braeside, Mannofield, Broomhill and Seafield North - 04",S12000033,S12000033,Aberdeen City,Manmade,100922.13,106797.1,106674.62636,1958.3233329999998,-40.824546666665505,both,-3364.5917562455616
40,S01006546,"Braeside, Mannofield, Broomhill and Seafield North - 05",S12000033,Aberdeen City,S12000033,Aberdeen City,623,629,-0.0031949126376624674,S01006546,"Braeside, Mannofield, Broomhill and Seafield North - 05",S12000033,S12000033,Aberdeen City,Manmade,63849.51,65652.35,64929.201149,600.946,-241.04961700000183,both,75447.95252253403
41,S01006547,Hazlehead - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,1687,1153,0.12686152075896975,S01006547,Hazlehead - 01,S12000033,S12000033,Aberdeen City,Manmade,419116.26,477041.56,593542.709665,19308.43333,38833.716554999985,both,306111.07546773
42,S01006548,Hazlehead - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,671,670,0.0004971415288900398,S01006548,Hazlehead - 02,S12000033,S12000033,Aberdeen City,Manmade,54132.7,59347.67,59411.835182,1738.3226670000001,21.388394000001426,both,43022.74655620696
43,S01006549,Hazlehead - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,799,807,-0.003320907501224709,S01006549,Hazlehead - 03,S12000033,S12000033,Aberdeen City,Manmade,182379.47,192624.18,195669.080953,3414.9046670000002,1014.9669843333346,both,-305629.40520295355
44,S01006550,Hazlehead - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,918,929,-0.0039704493977826705,S01006550,Hazlehead - 04,S12000033,S12000033,Aberdeen City,Manmade,107477.42,117563.74,124477.212968,3362.109333,2304.4909893333343,both,-580410.6181583112
45,S01006551,Hazlehead - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,681,700,-0.0091726762979641,S01006551,Hazlehead - 05,S12000033,S12000033,Aberdeen City,Manmade,113546.39,118927.67,119315.939282,1793.7586670000005,129.42309399999795,both,-14109.63276102131
46,S01006552,Hazlehead - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,892,883,0.003380310658683145,S01006552,Hazlehead - 06,S12000033,S12000033,Aberdeen City,Manmade,75662.22,78548.78,79964.81642100001,962.188,472.0121403333372,both,139635.72818991056
47,S01006553,Summerhill - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,916,917,-0.000363702527444856,S01006553,Summerhill - 01,S12000033,S12000033,Aberdeen City,Manmade,105884.96,110633.42,111986.662208,1582.8220000000001,451.0807359999987,both,-1240246.360587612
48,S01006554,Summerhill - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,790,785,0.0021164092262195813,S01006554,Summerhill - 02,S12000033,S12000033,Aberdeen City,Manmade,124588.07,126390.25,127895.060579,600.726,501.60352633333235,both,237006.86999428627
49,S01006555,Summerhill - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,705,748,-0.019735058387402863,S01006555,Summerhill - 03,S12000033,S12000033,Aberdeen City,Manmade,149813.5,149498.31,161297.08086299998,-105.06533329999999,3932.9236209999945,both,-199286.14062324888
50,S01006556,Summerhill - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,753,813,-0.025555293915972336,S01006556,Summerhill - 04,S12000033,S12000033,Aberdeen City,Manmade,64082.52,61791.76,64193.238512,-763.5836667,800.4928373333338,both,-31323.95346206592
51,S01006557,Summerhill - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,637,674,-0.01882015178004788,S01006557,Summerhill - 05,S12000033,S12000033,Aberdeen City,Manmade,45411.45,45646.72,47648.926458,78.42366667,667.4021526666669,both,-35462.10256254208
52,S01006558,Midstocket - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,557,576,-0.01118080692286909,S01006558,Midstocket - 01,S12000033,S12000033,Aberdeen City,Manmade,61981.8,63731.09,63870.15042100001,583.0956667,46.35347366667217,both,-4145.807542017502
53,S01006559,Midstocket - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,609,624,-0.008110700219843557,S01006559,Midstocket - 02,S12000033,S12000033,Aberdeen City,Manmade,56746.85,58510.0,58526.58437999999,587.7180000000002,5.5281266666643205,both,-681.5843905978995
54,S01006560,Midstocket - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,962,1011,-0.016560256118254967,S01006560,Midstocket - 03,S12000033,S12000033,Aberdeen City,Manmade,88203.96,92092.03,92367.354057,1296.023667,91.77468566666842,both,-5541.863906651895
55,S01006561,Midstocket - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,745,712,0.015102102322527925,S01006561,Midstocket - 04,S12000033,S12000033,Aberdeen City,Manmade,65239.92,68870.49,68870.32263,1210.190333,-0.055790000003374494,both,-3.69418765757878
56,S01006562,Midstocket - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,1012,939,0.02495612354638263,S01006562,Midstocket - 05,S12000033,S12000033,Aberdeen City,Manmade,112633.74,125378.54,128582.353472,4248.268,1067.937824000003,both,42792.61649010388
57,S01006563,Midstocket - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,659,694,-0.01724947533476576,S01006563,Midstocket - 06,S12000033,S12000033,Aberdeen City,Manmade,356955.45,379692.97,400949.707079,7579.1730000000025,7085.579026333347,both,-410770.6981703143
58,S01006564,Rosemount - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,983,1012,-0.00969157656674808,S01006564,Rosemount - 01,S12000033,S12000033,Aberdeen City,Manmade,69867.47,69802.41,70108.75303200001,-21.68833333,102.11434400000142,both,-10536.401719236994
59,S01006565,Rosemount - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,922,1025,-0.03530088933863824,S01006565,Rosemount - 02,S12000033,S12000033,Aberdeen City,Manmade,36880.36,35498.55,35478.781814,-460.60366669999996,-6.589395333333718,both,186.66372028540823
60,S01006566,Rosemount - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,768,779,-0.004740437574358686,S01006566,Rosemount - 03,S12000033,S12000033,Aberdeen City,Manmade,44543.96,45118.15,45118.088208,191.395,-0.020597333333474428,both,4.345027860906059
61,S01006567,Rosemount - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,731,809,-0.03379515243623772,S01006567,Rosemount - 04,S12000033,S12000033,Aberdeen City,Manmade,38077.26,37422.35,37526.033762,-218.30366669999998,34.56125400000019,both,-1022.668977901724
62,S01006568,Rosemount - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,901,965,-0.02287428124354933,S01006568,Rosemount - 05,S12000033,S12000033,Aberdeen City,Manmade,42938.64,43267.23,43267.385814,109.5296667,0.05193799999930585,both,-2.2705850053300645
63,S01006569,Rosemount - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,553,575,-0.013004013091671866,S01006569,Rosemount - 06,S12000033,S12000033,Aberdeen City,Manmade,31849.25,32371.62,32371.643398,174.1233333,0.007799333333726584,both,-0.5997635713487166
64,S01006570,Rosemount - 07,S12000033,Aberdeen City,S12000033,Aberdeen City,747,744,0.0013413834332418493,S01006570,Rosemount - 07,S12000033,S12000033,Aberdeen City,Manmade,59157.45,61052.85,61069.905055,631.7996667,5.685018333332361,both,4238.175448158649
65,S01006571,West End North - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,899,927,-0.010223510364744963,S01006571,West End North - 01,S12000033,S12000033,Aberdeen City,Manmade,236090.83,287610.24,287622.00595399993,17173.136000000002,3.92198466664801,both,-383.6240710600432
66,S01006572,West End North - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,952,961,-0.003136458059642381,S01006572,West End North - 02,S12000033,S12000033,Aberdeen City,Manmade,117664.43,126636.17,127287.62832499998,2990.5809999999997,217.15277499999505,both,-69235.0322786573
67,S01006573,West End North - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,761,771,-0.004351671900547869,S01006573,West End North - 03,S12000033,S12000033,Aberdeen City,Manmade,61295.29,63060.45,63060.48479400001,588.385,0.011598000004596544,both,-2.665182548145777
68,S01006574,West End North - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,1035,1033,0.0006447455266103228,S01006574,West End North - 04,S12000033,S12000033,Aberdeen City,Manmade,133092.15,148165.04,148684.730085,5024.296333,173.23002833332671,both,268679.6901780213
69,S01006575,West End South - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,1004,946,0.019834910399932085,S01006575,West End South - 01,S12000033,S12000033,Aberdeen City,Manmade,75753.21,75144.91,71607.278292,-202.766,-1179.2105693333335,both,-59451.267767631114
70,S01006576,West End South - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,724,729,-0.002294113207647263,S01006576,West End South - 02,S12000033,S12000033,Aberdeen City,Manmade,56672.35,59074.81,58868.618406,800.821,-68.7305313333345,both,29959.52035157906
71,S01006577,West End South - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,771,845,-0.030549417931281467,S01006577,West End South - 03,S12000033,S12000033,Aberdeen City,Manmade,55958.12,57988.34,57838.909728,676.7413333,-49.81009066666593,both,1630.4759317742107
72,S01006578,West End South - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,1086,1125,-0.011760604714879904,S01006578,West End South - 04,S12000033,S12000033,Aberdeen City,Manmade,49175.82,44729.89,44686.243691,-1481.977333,-14.548769666665368,both,1237.0766656460944
73,S01006579,West End South - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,1019,1038,-0.006158010167703026,S01006579,West End South - 05,S12000033,S12000033,Aberdeen City,Manmade,46664.65,49583.96,49583.90897000001,973.1046667000003,-0.017009999995934773,both,2.7622559126562147
74,S01006580,West End South - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,722,741,-0.008658495467753559,S01006580,West End South - 06,S12000033,S12000033,Aberdeen City,Manmade,45077.96,45791.03,45791.24698700001,237.6886667,0.07232900000478064,both,-8.353529810594953
75,S01006581,West End South - 07,S12000033,Aberdeen City,S12000033,Aberdeen City,940,956,-0.005626012595783916,S01006581,West End South - 07,S12000033,S12000033,Aberdeen City,Manmade,112571.4,113520.46,117042.114504,316.353,1173.8848346666634,both,-208653.07616736626
76,S01006582,City Centre West - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,830,822,0.003228435244821226,S01006582,City Centre West - 01,S12000033,S12000033,Aberdeen City,Manmade,110025.26,111045.43,117137.519934,340.05699999999996,2030.6966446666681,both,629003.3687137242
77,S01006583,City Centre West - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,685,702,-0.008171521921195272,S01006583,City Centre West - 02,S12000033,S12000033,Aberdeen City,Manmade,42144.78,42229.72,42792.323554,28.313000000000002,187.53451800000042,both,-22949.76625022248
78,S01006584,City Centre West - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,615,611,0.002175102878307547,S01006584,City Centre West - 03,S12000033,S12000033,Aberdeen City,Manmade,53348.32,61959.45,63280.73832599999,2870.3763329999997,440.4294419999981,both,202486.71747549588
79,S01006585,City Centre West - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,778,832,-0.022368638880939,S01006585,City Centre West - 04,S12000033,S12000033,Aberdeen City,Manmade,74824.92,79415.6,79415.5841005,1530.225667,-0.005299833336418184,both,0.2369314183409852
80,S01006586,City Centre West - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,1041,1047,-0.00191571408518932,S01006586,City Centre West - 05,S12000033,S12000033,Aberdeen City,Manmade,232849.06,240342.33,240951.3254361,2497.756667,202.9984787000091,both,-105964.91421628182
81,S01006587,City Centre East - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,523,592,-0.0413083902730276,S01006587,City Centre East - 01,S12000033,S12000033,Aberdeen City,Manmade,614740.34,626399.32,637658.9603680001,3886.3273329999997,3753.2134560000463,both,-90858.38085660565
82,S01006588,City Centre East - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,598,641,-0.023146234323346084,S01006588,City Centre East - 02,S12000033,S12000033,Aberdeen City,Manmade,66657.14,66463.54,66463.41570600001,-64.53333333,-0.04143133332642416,both,1.7899815904237648
83,S01006589,City Centre East - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,658,713,-0.026758829696326238,S01006589,City Centre East - 03,S12000033,S12000033,Aberdeen City,Manmade,59174.15,58124.65,60791.3881175,-349.83166669999997,888.9127058333323,both,-33219.41639156859
84,S01006590,City Centre East - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,762,790,-0.012028796591473623,S01006590,City Centre East - 04,S12000033,S12000033,Aberdeen City,Manmade,48914.18,50622.82,50411.585794,569.545,-70.41140200000034,both,5853.569928176363
85,S01006591,Ferryhill North - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,690,715,-0.011863648367567543,S01006591,Ferryhill North - 01,S12000033,S12000033,Aberdeen City,Manmade,37000.39,37548.85,38196.811213,182.8193333,215.9870710000008,both,-18205.78832987492
86,S01006592,Ferryhill North - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,792,707,0.03784357530595105,S01006592,Ferryhill North - 02,S12000033,S12000033,Aberdeen City,Manmade,59464.26,61593.25,61549.325527,709.6623333,-14.641490999999707,both,-386.895024627794
87,S01006593,Ferryhill North - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,792,818,-0.01076698159610706,S01006593,Ferryhill North - 03,S12000033,S12000033,Aberdeen City,Manmade,39650.27,40188.49,40724.269697,179.405,178.59323233333512,both,-16587.121538120562
88,S01006594,Ferryhill North - 04,S12000033,Aberdeen City,S12000033,Aberdeen City,500,537,-0.023796665362224308,S01006594,Ferryhill North - 04,S12000033,S12000033,Aberdeen City,Manmade,47283.5,45474.83,45263.652811,-602.888,-70.39239633333393,both,2958.0781702749573
89,S01006595,Ferryhill North - 05,S12000033,Aberdeen City,S12000033,Aberdeen City,974,944,0.010428379165678145,S01006595,Ferryhill North - 05,S12000033,S12000033,Aberdeen City,Manmade,45548.48,47179.28,47273.654755,543.5976667,31.45825166666812,both,3016.600294914807
90,S01006596,Ferryhill North - 06,S12000033,Aberdeen City,S12000033,Aberdeen City,757,782,-0.010830495702620785,S01006596,Ferryhill North - 06,S12000033,S12000033,Aberdeen City,Manmade,64087.67,68989.02,70020.121149,1633.784333,343.70038299999817,both,-31734.50158119991
91,S01006597,Ferryhill North - 07,S12000033,Aberdeen City,S12000033,Aberdeen City,486,515,-0.01931942558774746,S01006597,Ferryhill North - 07,S12000033,S12000033,Aberdeen City,Manmade,35449.64,35863.53,35949.732922,137.96433330000002,28.73430733333468,both,-1487.3272087115374
92,S01006598,Ferryhill South - 01,S12000033,Aberdeen City,S12000033,Aberdeen City,1019,1016,0.000982801694765869,S01006598,Ferryhill South - 01,S12000033,S12000033,Aberdeen City,Manmade,150563.55,149371.73,159293.94449400002,-397.2756667,3307.4048313333387,both,3365281.9779897267
93,S01006599,Ferryhill South - 02,S12000033,Aberdeen City,S12000033,Aberdeen City,807,824,-0.006948953879840983,S01006599,Ferryhill South - 02,S12000033,S12000033,Aberdeen City,Manmade,56185.63,56080.17,58267.783052,-35.150999999999996,729.2043506666669,both,-104937.28455762232
94,S01006600,Ferryhill South - 03,S12000033,Aberdeen City,S12000033,Aberdeen City,1227,1258,-0.008316997516491466,S01006600,Ferryhill South - 03,S12000033,S12000033,Aberdeen City,Manmade,126229.59,128250.22,144254.76904899994,673.543,5334.849682999978,both,-641439.3742960368
