,DZ2011CD,DZ11NM_19,CA19CD,CA19NM,CA16CD,CA16NM,All_Ages_2019,All_Ages_2016,pgr19_16,DataZone2011Code,DataZone2011Name,CouncilArea2011Code,CouncilArea2016Code,CouncilArea2016Name,landcover_type_19,area_2013,area_2016,area_2019,LCR2013_16,LCR2016_19,_merge,LCRPGR_19_16
5181,S01011687,Glenmavis and Greengairs - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,789,814,-0.010398015052222,S01011687,Glenmavis and Greengairs - 05,S12000044,S12000050,North Lanarkshire,Manmade,210660.14,207756.69,252581.864238,-967.8186667000001,14941.724746000002,both,-1436978.5647508786
5182,S01011688,Glenmavis and Greengairs - 06,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1379,1192,0.048575343389335585,S01011688,Glenmavis and Greengairs - 06,S12000044,S12000050,North Lanarkshire,Manmade,438127.04,561211.17,600109.4650269998,41028.04367,12966.09834233326,both,266927.5693721578
5183,S01011689,Gartcosh and Marnock - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,868,746,0.05048870481886314,S01011689,Gartcosh and Marnock - 01,S12000044,S12000050,North Lanarkshire,Manmade,449018.26,456974.93,603007.3781059999,2652.225,48677.48270199997,both,964126.1917222627
5184,S01011690,Gartcosh and Marnock - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1142,1102,0.011884800167698566,S01011690,Gartcosh and Marnock - 02,S12000044,S12000050,North Lanarkshire,Manmade,121059.0,118790.17,121858.639386,-756.2763332999997,1022.8231286666656,both,86061.44943409094
5185,S01011691,Gartcosh and Marnock - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,694,684,0.004838014294751337,S01011691,Gartcosh and Marnock - 03,S12000044,S12000050,North Lanarkshire,Manmade,62277.17,61645.56,63947.403579,-210.53433330000001,767.2811930000001,both,158594.23851484025
5186,S01011692,Gartcosh and Marnock - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1087,1037,0.01569655963056071,S01011692,Gartcosh and Marnock - 04,S12000044,S12000050,North Lanarkshire,Manmade,73134.9,73283.17,73283.303506,49.423,0.044501999999435306,both,2.8351435631022803
5187,S01011693,Gartcosh and Marnock - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,821,841,-0.008022850173506624,S01011693,Gartcosh and Marnock - 05,S12000044,S12000050,North Lanarkshire,Manmade,82218.71,82372.04,84295.71219600001,51.10833333,641.224065333338,both,-79924.72144759897
5188,S01011694,Gartcosh and Marnock - 06,S12000050,North Lanarkshire,S12000050,North Lanarkshire,598,579,0.010762758792545488,S01011694,Gartcosh and Marnock - 06,S12000044,S12000050,North Lanarkshire,Manmade,38045.61,38047.45,41842.431145,0.615,1264.9937150000014,both,117534.33663087967
5189,S01011695,Gartcosh and Marnock - 07,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1777,1226,0.12372323721949822,S01011695,Gartcosh and Marnock - 07,S12000044,S12000050,North Lanarkshire,Manmade,1104799.41,1220349.43,1572181.0470000003,38516.67233,117277.20566666678,both,947899.5886488527
5190,S01011696,Cardowan and Millerston - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1129,1112,0.005057363113044782,S01011696,Cardowan and Millerston - 01,S12000044,S12000050,North Lanarkshire,Manmade,67237.61,69884.6,72733.74758,882.331,949.7158599999966,both,187788.74262564484
5191,S01011697,Cardowan and Millerston - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1073,1068,0.0015569077035194265,S01011697,Cardowan and Millerston - 02,S12000044,S12000050,North Lanarkshire,Manmade,88064.75,92228.52,106818.96994799998,1387.923667,4863.4833159999935,both,3123809.654872909
5192,S01011698,Cardowan and Millerston - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,921,909,0.0043716473592759824,S01011698,Cardowan and Millerston - 03,S12000044,S12000050,North Lanarkshire,Manmade,77903.89,90691.37,89751.84187300003,4262.492333,-313.17604233332287,both,-71637.99286527769
5193,S01011699,Cardowan and Millerston - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1106,870,0.08000399014455024,S01011699,Cardowan and Millerston - 04,S12000044,S12000050,North Lanarkshire,Manmade,82954.94,91528.3,111769.29423599999,2857.788667000001,6746.9980786666665,both,84333.26970912666
5194,S01011700,Cardowan and Millerston - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,719,740,-0.009596276159056264,S01011700,Cardowan and Millerston - 05,S12000044,S12000050,North Lanarkshire,Manmade,58402.08,62125.63,62228.85927000001,1241.182667,34.40975666667023,both,-3585.7405618946077
5195,S01011701,Stepps - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1013,1019,-0.0019685096580138034,S01011701,Stepps - 01,S12000044,S12000050,North Lanarkshire,Manmade,226902.92,236473.46,256994.061956,3190.180667,6840.200652,both,-3474811.8324710988
5196,S01011702,Stepps - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,709,724,-0.00697862195119628,S01011702,Stepps - 02,S12000044,S12000050,North Lanarkshire,Manmade,70416.26,71626.22,73615.243514,403.3203333,663.0078380000001,both,-95005.55304996094
5197,S01011703,Stepps - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1444,763,0.21263809605610484,S01011703,Stepps - 03,S12000044,S12000050,North Lanarkshire,Manmade,588648.2,670066.46,992364.301858,27139.42167,107432.61395266668,both,505236.9069572578
5198,S01011704,Chryston and Muirhead - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,753,749,0.0017754147608913876,S01011704,Chryston and Muirhead - 01,S12000044,S12000050,North Lanarkshire,Manmade,122868.68,134261.06,136520.376506,3797.459667,753.1055020000009,both,424185.67119600106
5199,S01011705,Chryston and Muirhead - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,744,724,0.00908321414912518,S01011705,Chryston and Muirhead - 02,S12000044,S12000050,North Lanarkshire,Manmade,97571.57,97805.25,98525.457328,77.89233333,240.0691093333347,both,26429.973508491614
5200,S01011706,Chryston and Muirhead - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,972,1002,-0.010132492394790348,S01011706,Chryston and Muirhead - 03,S12000044,S12000050,North Lanarkshire,Manmade,170601.5,177197.36,181360.376332,2198.621,1387.6721106666666,both,-136952.69205236636
5201,S01011707,Chryston and Muirhead - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,771,764,0.003040194798936359,S01011707,Chryston and Muirhead - 04,S12000044,S12000050,North Lanarkshire,Manmade,56396.91,60411.16,61736.118235,1338.085,441.6527449999994,both,145271.19944896814
5202,S01011708,Chryston and Muirhead - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,936,920,0.005747268811501984,S01011708,Chryston and Muirhead - 05,S12000044,S12000050,North Lanarkshire,Manmade,66965.54,67503.66,68695.515226,179.3716667,397.2850753333332,both,69125.89063839303
5203,S01011709,Moodiesburn West - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1004,995,0.003001521031027251,S01011709,Moodiesburn West - 01,S12000044,S12000050,North Lanarkshire,Manmade,154547.66,165133.42,169155.858344,3528.586667,1340.8127813333315,both,446711.1066266449
5204,S01011710,Moodiesburn West - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,571,586,-0.008643526640334149,S01011710,Moodiesburn West - 02,S12000044,S12000050,North Lanarkshire,Manmade,23716.56,23702.14,23702.23153,-4.807333333,0.030510000000504082,both,-3.529809216776429
5205,S01011711,Moodiesburn West - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,620,638,-0.009539601768550893,S01011711,Moodiesburn West - 03,S12000044,S12000050,North Lanarkshire,Manmade,31167.14,31241.24,31384.986755,24.70033333,47.915585000000036,both,-5022.8076771467395
5206,S01011712,Moodiesburn West - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,519,518,0.0006428803021352287,S01011712,Moodiesburn West - 04,S12000044,S12000050,North Lanarkshire,Manmade,40846.64,40934.09,43524.688448,29.149,863.5328160000014,both,1343224.8789267754
5207,S01011713,Moodiesburn West - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,790,794,-0.0016835052620228638,S01011713,Moodiesburn West - 05,S12000044,S12000050,North Lanarkshire,Manmade,82269.44,83291.37,83291.879033,340.6426667,0.1696776666697891,both,-100.78831976201134
5208,S01011714,Moodiesburn East - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,545,549,-0.002437548948762201,S01011714,Moodiesburn East - 01,S12000044,S12000050,North Lanarkshire,Manmade,27543.12,27281.28,27281.264686,-87.27966667,-0.005104666665526263,both,2.0941801673843052
5209,S01011715,Moodiesburn East - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,624,630,-0.003189817005383557,S01011715,Moodiesburn East - 02,S12000044,S12000050,North Lanarkshire,Manmade,35580.66,36318.08,36318.229021,245.8053333,0.0496736666658156,both,-15.572575662484635
5210,S01011716,Moodiesburn East - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,848,878,-0.011588652614404518,S01011716,Moodiesburn East - 03,S12000044,S12000050,North Lanarkshire,Manmade,53670.46,53711.07,53710.844791,13.535,-0.07506966666793839,both,6.477859779369687
5211,S01011717,Moodiesburn East - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,626,660,-0.0176298213067909,S01011717,Moodiesburn East - 04,S12000044,S12000050,North Lanarkshire,Manmade,51506.63,51592.66,51592.85851400001,28.675,0.06617133333444751,both,-3.7533751580884553
5212,S01011718,Moodiesburn East - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,870,899,-0.010929940940996946,S01011718,Moodiesburn East - 05,S12000044,S12000050,North Lanarkshire,Manmade,342459.56,343418.38,454607.980948,319.6063333,37063.200316,both,-3390979.0104153464
5213,S01011719,Westfield - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,684,693,-0.004357360522450925,S01011719,Westfield - 01,S12000044,S12000050,North Lanarkshire,Manmade,592570.33,611413.16,665282.6842100001,6280.945333,17956.508070000018,both,-4120959.9199975897
5214,S01011720,Westfield - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,452,475,-0.016544208067469996,S01011720,Westfield - 02,S12000044,S12000050,North Lanarkshire,Manmade,51395.58,51395.58,61017.77682000001,0.0,3207.3989400000014,both,-193868.38746948188
5215,S01011721,Westfield - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,687,693,-0.002898568989184644,S01011721,Westfield - 03,S12000044,S12000050,North Lanarkshire,Manmade,43768.69,43768.69,45152.854853,0.0,461.3882843333316,both,-159177.95507193304
5216,S01011722,Westfield - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,670,698,-0.01364713012578692,S01011722,Westfield - 04,S12000044,S12000050,North Lanarkshire,Manmade,83925.43,88368.24,100491.76334,1480.936667,4041.174446666662,both,-296118.9942074829
5217,S01011723,Westfield - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1023,1056,-0.010582899438193431,S01011723,Westfield - 05,S12000044,S12000050,North Lanarkshire,Manmade,77894.76,81390.27,86044.110996,1165.171667,1551.2803319999994,both,-146583.67879803013
5218,S01011724,Westfield - 06,S12000050,North Lanarkshire,S12000050,North Lanarkshire,729,705,0.01115864306546318,S01011724,Westfield - 06,S12000044,S12000050,North Lanarkshire,Manmade,37409.52,37409.52,39207.035753,0.0,599.1719176666667,both,53695.76875535591
5219,S01011725,Westfield - 07,S12000050,North Lanarkshire,S12000050,North Lanarkshire,637,646,-0.0046766160701461855,S01011725,Westfield - 07,S12000044,S12000050,North Lanarkshire,Manmade,30439.03,30439.03,34166.407215,0.0,1242.4590716666671,both,-265674.80696097197
5220,S01011726,Westfield - 08,S12000050,North Lanarkshire,S12000050,North Lanarkshire,501,540,-0.024987679491151743,S01011726,Westfield - 08,S12000044,S12000050,North Lanarkshire,Manmade,63528.68,66125.8,72759.637036,865.7086667000003,2211.279011999999,both,-88494.77250510691
5221,S01011727,Westfield - 09,S12000050,North Lanarkshire,S12000050,North Lanarkshire,980,976,0.0013633284171750222,S01011727,Westfield - 09,S12000044,S12000050,North Lanarkshire,Manmade,276572.71,276441.21,349894.95753,-43.833999999999996,24484.58251,both,17959416.235696863
5222,S01011728,Condorrat - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,888,901,-0.004844504872055931,S01011728,Condorrat - 01,S12000044,S12000050,North Lanarkshire,Manmade,120832.23,120314.89,154580.980549,-172.447,11422.030182999999,both,-2357729.1146685686
5223,S01011729,Condorrat - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,674,659,0.00750219213659993,S01011729,Condorrat - 02,S12000044,S12000050,North Lanarkshire,Manmade,53328.38,53328.38,55485.389834,0.0,719.0032780000014,both,95839.09141600058
5224,S01011730,Condorrat - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,780,777,0.001284523105329991,S01011730,Condorrat - 03,S12000044,S12000050,North Lanarkshire,Manmade,70117.41,70117.41,79881.399297,0.0,3254.6630989999976,both,2533752.087054816
5225,S01011731,Condorrat - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,831,858,-0.010658101544171359,S01011731,Condorrat - 04,S12000044,S12000050,North Lanarkshire,Manmade,64357.07,64357.07,62959.31672600001,0.0,-465.917757999996,both,43714.892006709626
5226,S01011732,Condorrat - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,692,727,-0.016446840638616612,S01011732,Condorrat - 05,S12000044,S12000050,North Lanarkshire,Manmade,67075.82,67075.82,82761.94504400001,0.0,5228.708348,both,-317915.66920902574
5227,S01011733,Condorrat - 06,S12000050,North Lanarkshire,S12000050,North Lanarkshire,757,786,-0.012531179663919244,S01011733,Condorrat - 06,S12000044,S12000050,North Lanarkshire,Manmade,70918.16,70918.16,71707.69957900001,0.0,263.179859666668,both,-21002.00194435294
5228,S01011734,Greenfaulds - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,707,756,-0.0223369034276534,S01011734,Greenfaulds - 01,S12000044,S12000050,North Lanarkshire,Manmade,118608.02,118608.02,139750.70967399998,0.0,7047.563224666659,both,-315512.0962712171
5229,S01011735,Greenfaulds - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,716,727,-0.00508210352429125,S01011735,Greenfaulds - 02,S12000044,S12000050,North Lanarkshire,Manmade,72327.11,72327.11,87024.33374,0.0,4899.0745799999995,both,-963985.5930882919
5230,S01011736,Greenfaulds - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,758,737,0.009365164484345012,S01011736,Greenfaulds - 03,S12000044,S12000050,North Lanarkshire,Manmade,56075.49,56075.49,56835.76822100001,0.0,253.42607366666923,both,27060.504285888528
5231,S01011737,Greenfaulds - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,697,683,0.006763517063244589,S01011737,Greenfaulds - 04,S12000044,S12000050,North Lanarkshire,Manmade,53119.4,53037.6,58652.703423000006,-27.266,1871.7011410000025,both,276734.88859391026
5232,S01011738,Greenfaulds - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,911,930,-0.006880562962447753,S01011738,Greenfaulds - 05,S12000044,S12000050,North Lanarkshire,Manmade,906621.13,920756.23,1080308.11338,4711.700333,53183.96112666667,both,-7729594.426637807
5233,S01011739,Seafar - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,588,616,-0.015506671878297606,S01011739,Seafar - 01,S12000044,S12000050,North Lanarkshire,Manmade,47404.3,47404.3,48512.560139,0.0,369.42004633333266,both,-23823.296786872444
5234,S01011740,Seafar - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,767,839,-0.029907968366650006,S01011740,Seafar - 02,S12000044,S12000050,North Lanarkshire,Manmade,68095.12,68095.12,74359.210255,0.0,2088.030085000001,both,-69815.17632365615
5235,S01011741,Seafar - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,598,596,0.0011166956284273423,S01011741,Seafar - 03,S12000044,S12000050,North Lanarkshire,Manmade,44066.12,44066.12,45175.74340800001,0.0,369.87446933333564,both,331222.2775101528
5236,S01011742,Seafar - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,703,737,-0.015743666792890573,S01011742,Seafar - 04,S12000044,S12000050,North Lanarkshire,Manmade,92431.26,92431.26,118900.442906,0.0,8823.060968666667,both,-560419.6966777098
5237,S01011743,Seafar - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,659,729,-0.03365006583538363,S01011743,Seafar - 05,S12000044,S12000050,North Lanarkshire,Manmade,81408.16,81408.16,91846.639291,0.0,3479.4930969999987,both,-103402.2671462726
5238,S01011744,Cumbernauld Central - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,693,673,0.009761556515058441,S01011744,Cumbernauld Central - 01,S12000044,S12000050,North Lanarkshire,Manmade,147937.16,147935.49,149564.859643,-0.5589999999999999,543.1232143333376,both,55638.99706931994
5239,S01011745,Cumbernauld Central - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,813,715,0.04281618895126763,S01011745,Cumbernauld Central - 02,S12000044,S12000050,North Lanarkshire,Manmade,385817.84,383042.99,395776.8179030001,-924.9523332999999,4244.609301000038,both,99135.61680679127
5240,S01011746,Cumbernauld Central - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,517,534,-0.01078432148392189,S01011746,Cumbernauld Central - 03,S12000044,S12000050,North Lanarkshire,Manmade,33420.69,33420.69,33616.337547,0.0,65.21584900000015,both,-6047.283465837794
5241,S01011747,Cumbernauld Central - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,915,915,0.0,S01011747,Cumbernauld Central - 04,S12000044,S12000050,North Lanarkshire,Manmade,52438.9,52438.9,53102.078549,0.0,221.05951633333217,both,inf
5242,S01011748,Cumbernauld Central - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,846,852,-0.002355722407697481,S01011748,Cumbernauld Central - 05,S12000044,S12000050,North Lanarkshire,Manmade,38999.8,38999.8,40982.988642,0.0,661.0628806666671,both,-280620.0248834921
5243,S01011749,Cumbernauld Central - 06,S12000050,North Lanarkshire,S12000050,North Lanarkshire,765,782,-0.007326302239591744,S01011749,Cumbernauld Central - 06,S12000044,S12000050,North Lanarkshire,Manmade,40907.69,40907.69,47122.698087,0.0,2071.6693623333317,both,-282771.4847932311
5244,S01011750,Kildrum - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,783,816,-0.013760552991101292,S01011750,Kildrum - 01,S12000044,S12000050,North Lanarkshire,Manmade,101220.93,101220.93,106647.276683,0.0,1808.7822276666705,both,-131446.91414918995
5245,S01011751,Kildrum - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,793,787,0.0025316577391482557,S01011751,Kildrum - 02,S12000044,S12000050,North Lanarkshire,Manmade,71504.6,70954.42,70505.80137,-183.39333330000002,-149.5395433333324,both,-59067.83567973256
5246,S01011752,Kildrum - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,883,926,-0.01584967801407312,S01011752,Kildrum - 03,S12000044,S12000050,North Lanarkshire,Manmade,76029.77,76341.37,84779.32096899996,103.8676667,2812.650322999989,both,-177457.884034149
5247,S01011753,Kildrum - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,849,855,-0.0023474275418043076,S01011753,Kildrum - 04,S12000044,S12000050,North Lanarkshire,Manmade,73755.86,75981.87,81243.58982899999,742.002,1753.9066096666647,both,-747161.1278440383
5248,S01011754,Kildrum - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,686,709,-0.010992632935414077,S01011754,Kildrum - 05,S12000044,S12000050,North Lanarkshire,Manmade,81747.86,83170.15,84410.91532200003,474.09666669999996,413.58844066667854,both,-37624.14728997765
5249,S01011755,Abronhill South - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,904,907,-0.0011043632409867088,S01011755,Abronhill South - 01,S12000044,S12000050,North Lanarkshire,Manmade,80722.74,80722.74,78135.486587,0.0,-862.4178043333328,both,780918.6075070676
5250,S01011756,Abronhill South - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,831,882,-0.019854087050447687,S01011756,Abronhill South - 02,S12000044,S12000050,North Lanarkshire,Manmade,84997.23,84997.23,70570.842926,0.0,-4808.795691333333,both,242206.8402900903
5251,S01011757,Abronhill South - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,693,683,0.0048450465397044075,S01011757,Abronhill South - 03,S12000044,S12000050,North Lanarkshire,Manmade,103243.33,103243.33,95270.498136,0.0,-2657.6106213333355,both,-548521.1750918443
5252,S01011758,Abronhill South - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,558,597,-0.02251938367043036,S01011758,Abronhill South - 04,S12000044,S12000050,North Lanarkshire,Manmade,39901.2,39901.2,40447.476249,0.0,182.0920830000008,both,-8086.015393001246
5253,S01011759,Abronhill South - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,780,775,0.0021436301100967773,S01011759,Abronhill South - 05,S12000044,S12000050,North Lanarkshire,Manmade,51942.87,51942.87,50033.132635,0.0,-636.579121666667,both,-296963.1368155804
5254,S01011760,Abronhill North - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,862,847,0.0058515253372129145,S01011760,Abronhill North - 01,S12000044,S12000050,North Lanarkshire,Manmade,64880.02,64890.68,61423.560047000006,3.553666667,-1155.706650999998,both,-197505.19469688594
5255,S01011761,Abronhill North - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,732,743,-0.004971843585482544,S01011761,Abronhill North - 02,S12000044,S12000050,North Lanarkshire,Manmade,62189.05,62189.05,63670.031986,0.0,493.6606619999996,both,-99291.26962912838
5256,S01011762,Abronhill North - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,599,626,-0.01469625766154971,S01011762,Abronhill North - 03,S12000044,S12000050,North Lanarkshire,Manmade,43729.14,43729.14,46834.188868,0.0,1035.016289333333,both,-70427.20079964842
5257,S01011763,Abronhill North - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,730,732,-0.0009119932729582496,S01011763,Abronhill North - 04,S12000044,S12000050,North Lanarkshire,Manmade,52264.64,52264.64,54393.841167,0.0,709.7337223333329,both,-778222.5410842741
5258,S01011764,Abronhill North - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,340,350,-0.0096625122910841,S01011764,Abronhill North - 05,S12000044,S12000050,North Lanarkshire,Manmade,27919.22,27967.79,29407.31799,16.192999999999998,479.8426633333317,both,-49660.23833947383
5259,S01011765,Abronhill North - 06,S12000050,North Lanarkshire,S12000050,North Lanarkshire,904,916,-0.004395668093984601,S01011765,Abronhill North - 06,S12000044,S12000050,North Lanarkshire,Manmade,69902.47,70087.35,82043.47811000001,61.62533333,3985.376036666669,both,-906659.9095870296
5260,S01011766,Village and Castlecary - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,554,529,0.015392084962994813,S01011766,Village and Castlecary - 01,S12000044,S12000050,North Lanarkshire,Manmade,1001464.88,1009080.55,1152941.751664,2538.5586670000002,47953.733887999944,both,3115480.0667543653
5261,S01011767,Village and Castlecary - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,813,827,-0.0056911951586268925,S01011767,Village and Castlecary - 02,S12000044,S12000050,North Lanarkshire,Manmade,114070.31,114071.36,127551.810169,0.34733333299999997,4493.483389666668,both,-789550.0443092879
5262,S01011768,Village and Castlecary - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,856,850,0.002344675552459994,S01011768,Village and Castlecary - 03,S12000044,S12000050,North Lanarkshire,Manmade,73749.6,77930.95,92930.586419,1393.783667,4999.878806333334,both,2132439.5185882095
5263,S01011769,Village and Castlecary - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,556,532,0.014708268302979366,S01011769,Village and Castlecary - 04,S12000044,S12000050,North Lanarkshire,Manmade,62737.97,66599.54,64998.121479999994,1287.1889999999999,-533.8061733333307,both,-36292.93145442558
5264,S01011770,Village and Castlecary - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,912,833,0.030202115969162887,S01011770,Village and Castlecary - 05,S12000044,S12000050,North Lanarkshire,Manmade,80059.91,69412.81,73647.094335,-3549.0323329999997,1411.4281116666682,both,46732.75584756285
5265,S01011771,Carrickstone - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,571,611,-0.022569249838528357,S01011771,Carrickstone - 01,S12000044,S12000050,North Lanarkshire,Manmade,54435.6,54435.6,72499.130672,0.0,6021.1768906666675,both,-266786.7533810456
5266,S01011772,Carrickstone - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1024,1060,-0.01151746050221991,S01011772,Carrickstone - 02,S12000044,S12000050,North Lanarkshire,Manmade,103924.07,103970.89,116678.05622,15.60566667,4235.722073333333,both,-367765.27885786345
5267,S01011773,Carrickstone - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,542,553,-0.006697333360896201,S01011773,Carrickstone - 03,S12000044,S12000050,North Lanarkshire,Manmade,29504.59,29504.59,31573.546455000003,0.0,689.6521516666678,both,-102974.14127439854
5268,S01011774,Carrickstone - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,862,912,-0.01879490647021276,S01011774,Carrickstone - 04,S12000044,S12000050,North Lanarkshire,Manmade,57999.03,57988.75,63724.934279,-3.426,1912.0614263333314,both,-101732.95777575033
5269,S01011775,Carrickstone - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,642,666,-0.012233788950142642,S01011775,Carrickstone - 05,S12000044,S12000050,North Lanarkshire,Manmade,126353.27,131005.73,162483.283406,1550.82,10492.517802000002,both,-857667.0600384735
5270,S01011776,Carrickstone - 06,S12000050,North Lanarkshire,S12000050,North Lanarkshire,1214,1194,0.005537225888965392,S01011776,Carrickstone - 06,S12000044,S12000050,North Lanarkshire,Manmade,97816.93,98245.68,103640.194434,142.91666669999995,1798.1714780000036,both,324742.3012998996
5271,S01011777,Balloch West - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,664,661,0.0015094365415825367,S01011777,Balloch West - 01,S12000044,S12000050,North Lanarkshire,Manmade,43176.7,43176.7,46275.848647000006,0.0,1033.049549000003,both,684394.1567208411
5272,S01011778,Balloch West - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,660,685,-0.012393001080584672,S01011778,Balloch West - 02,S12000044,S12000050,North Lanarkshire,Manmade,46775.57,46775.57,49779.634851999996,0.0,1001.3549506666676,both,-80800.03738847621
5273,S01011779,Balloch West - 03,S12000050,North Lanarkshire,S12000050,North Lanarkshire,776,777,-0.0004292767281429083,S01011779,Balloch West - 03,S12000044,S12000050,North Lanarkshire,Manmade,92280.26,92280.26,97752.996054,0.0,1824.245351333336,both,-4249578.958601352
5274,S01011780,Balloch West - 04,S12000050,North Lanarkshire,S12000050,North Lanarkshire,844,924,-0.030186525681909,S01011780,Balloch West - 04,S12000044,S12000050,North Lanarkshire,Manmade,86323.99,86323.99,94045.492054,0.0,2573.834017999999,both,-85264.33432988667
5275,S01011781,Balloch West - 05,S12000050,North Lanarkshire,S12000050,North Lanarkshire,534,560,-0.015846981589666673,S01011781,Balloch West - 05,S12000044,S12000050,North Lanarkshire,Manmade,31980.31,31980.31,37281.45402200001,0.0,1767.0480073333374,both,-111506.9136248366
5276,S01011782,Balloch East - 01,S12000050,North Lanarkshire,S12000050,North Lanarkshire,613,645,-0.016961793619853695,S01011782,Balloch East - 01,S12000044,S12000050,North Lanarkshire,Manmade,69364.31,69364.31,80321.518868,0.0,3652.402956,both,-215331.17533778268
5277,S01011783,Balloch East - 02,S12000050,North Lanarkshire,S12000050,North Lanarkshire,515,540,-0.015800746298194637,S01011783,Balloch East - 02,S12000044,S12000050,North Lanarkshire,Manmade,46505.08,46505.08,54982.906473,0.0,2825.942157666667,both,-178848.6508380654
